place1,lat1,lon1,place2,lat2,lon2,distKM
FT,51.5079046,-0.0962271,Portsmouth,50.7900817,-1.0768638,105.11578177219232
FT,51.5079046,-0.0962271,BR6 9HT,51.3642119,0.0969598,20.847492923719113
FT,51.5079046,-0.0962271,n8 0ag,51.5836656,-0.1267802,8.68513746044567
FT,51.5079046,-0.0962271,m13 9pl,53.4667506,-2.2358701,261.5685336473291
